layer,dataset,ratio,method,selection_seed,training_seeds_using_file,selected_indices_sha256,selected_indices_path,selection_metrics_path,local_npy_available,dataset_label,method_label,ratio_label
A_public_final,bloodmnist,0.02,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed44/selection_metrics.json,False,Blood,Random,2%
A_public_final,bloodmnist,0.02,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed45/selection_metrics.json,False,Blood,Random,2%
A_public_final,bloodmnist,0.02,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p02/random/seed46/selection_metrics.json,False,Blood,Random,2%
A_public_final,bloodmnist,0.05,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/el2n/seed42/selection_metrics.json,False,Blood,EL2N,5%
A_public_final,bloodmnist,0.05,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/eva/seed42/selection_metrics.json,False,Blood,EVA,5%
A_public_final,bloodmnist,0.05,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/facility/seed42/selection_metrics.json,False,Blood,Facility,5%
A_public_final,bloodmnist,0.05,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/forgetting/seed42/selection_metrics.json,False,Blood,Forgetting,5%
A_public_final,bloodmnist,0.05,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed42/selection_metrics.json,False,Blood,FPS,5%
A_public_final,bloodmnist,0.05,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed43/selection_metrics.json,False,Blood,FPS,5%
A_public_final,bloodmnist,0.05,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed44/selection_metrics.json,False,Blood,FPS,5%
A_public_final,bloodmnist,0.05,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed45/selection_metrics.json,False,Blood,FPS,5%
A_public_final,bloodmnist,0.05,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/fps/seed46/selection_metrics.json,False,Blood,FPS,5%
A_public_final,bloodmnist,0.05,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/herding/seed42/selection_metrics.json,False,Blood,Herding,5%
A_public_final,bloodmnist,0.05,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed42/selection_metrics.json,False,Blood,Random,5%
A_public_final,bloodmnist,0.05,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed43/selection_metrics.json,False,Blood,Random,5%
A_public_final,bloodmnist,0.05,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed44/selection_metrics.json,False,Blood,Random,5%
A_public_final,bloodmnist,0.05,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed45/selection_metrics.json,False,Blood,Random,5%
A_public_final,bloodmnist,0.05,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/bloodmnist/r0p05/random/seed46/selection_metrics.json,False,Blood,Random,5%
A_public_final,organamnist,0.02,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/el2n/seed42/selection_metrics.json,False,OrganA,EL2N,2%
A_public_final,organamnist,0.02,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/eva/seed42/selection_metrics.json,False,OrganA,EVA,2%
A_public_final,organamnist,0.02,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/facility/seed42/selection_metrics.json,False,OrganA,Facility,2%
A_public_final,organamnist,0.02,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/forgetting/seed42/selection_metrics.json,False,OrganA,Forgetting,2%
A_public_final,organamnist,0.02,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed42/selection_metrics.json,False,OrganA,FPS,2%
A_public_final,organamnist,0.02,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed43/selection_metrics.json,False,OrganA,FPS,2%
A_public_final,organamnist,0.02,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed44/selection_metrics.json,False,OrganA,FPS,2%
A_public_final,organamnist,0.02,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed45/selection_metrics.json,False,OrganA,FPS,2%
A_public_final,organamnist,0.02,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/fps/seed46/selection_metrics.json,False,OrganA,FPS,2%
A_public_final,organamnist,0.02,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/herding/seed42/selection_metrics.json,False,OrganA,Herding,2%
A_public_final,organamnist,0.02,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed42/selection_metrics.json,False,OrganA,Random,2%
A_public_final,organamnist,0.02,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed43/selection_metrics.json,False,OrganA,Random,2%
A_public_final,organamnist,0.02,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed44/selection_metrics.json,False,OrganA,Random,2%
A_public_final,organamnist,0.02,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed45/selection_metrics.json,False,OrganA,Random,2%
A_public_final,organamnist,0.02,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p02/random/seed46/selection_metrics.json,False,OrganA,Random,2%
A_public_final,organamnist,0.05,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/el2n/seed42/selection_metrics.json,False,OrganA,EL2N,5%
A_public_final,organamnist,0.05,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/eva/seed42/selection_metrics.json,False,OrganA,EVA,5%
A_public_final,organamnist,0.05,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/facility/seed42/selection_metrics.json,False,OrganA,Facility,5%
A_public_final,organamnist,0.05,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/forgetting/seed42/selection_metrics.json,False,OrganA,Forgetting,5%
A_public_final,organamnist,0.05,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed42/selection_metrics.json,False,OrganA,FPS,5%
A_public_final,organamnist,0.05,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed43/selection_metrics.json,False,OrganA,FPS,5%
A_public_final,organamnist,0.05,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed44/selection_metrics.json,False,OrganA,FPS,5%
A_public_final,organamnist,0.05,fps,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed45/selection_metrics.json,False,OrganA,FPS,5%
A_public_final,organamnist,0.05,fps,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/fps/seed46/selection_metrics.json,False,OrganA,FPS,5%
A_public_final,organamnist,0.05,herding,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/herding/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/herding/seed42/selection_metrics.json,False,OrganA,Herding,5%
A_public_final,organamnist,0.05,random,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed42/selection_metrics.json,False,OrganA,Random,5%
A_public_final,organamnist,0.05,random,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed43/selection_metrics.json,False,OrganA,Random,5%
A_public_final,organamnist,0.05,random,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed44/selection_metrics.json,False,OrganA,Random,5%
A_public_final,organamnist,0.05,random,45,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed45/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed45/selection_metrics.json,False,OrganA,Random,5%
A_public_final,organamnist,0.05,random,46,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed46/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organamnist/r0p05/random/seed46/selection_metrics.json,False,OrganA,Random,5%
A_public_final,organsmnist,0.02,el2n,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/el2n/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/el2n/seed42/selection_metrics.json,False,OrganS,EL2N,2%
A_public_final,organsmnist,0.02,eva,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/eva/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/eva/seed42/selection_metrics.json,False,OrganS,EVA,2%
A_public_final,organsmnist,0.02,facility,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/facility/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/facility/seed42/selection_metrics.json,False,OrganS,Facility,2%
A_public_final,organsmnist,0.02,forgetting,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/forgetting/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/forgetting/seed42/selection_metrics.json,False,OrganS,Forgetting,2%
A_public_final,organsmnist,0.02,fps,42,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed42/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed42/selection_metrics.json,False,OrganS,FPS,2%
A_public_final,organsmnist,0.02,fps,43,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed43/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed43/selection_metrics.json,False,OrganS,FPS,2%
A_public_final,organsmnist,0.02,fps,44,"42,43,44,45,46",,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed44/selected_indices.npy,/project/PROJECT_ROOT/USER/_archive_fork_20260830/graph_bench/table1_reproduction/outputs/job1_selection/organsmnist/r0p02/fps/seed44/selection_metrics.json,False,OrganS,FPS,2%
